university,sex,age,address,motherEducation,fatherEducation,reason,travelTime,studyTime,failures,universitySupport,paid,higher,internet,romantic,freeTime,goOut,Dalc,Walc,absences,EPSGrade,DSGrade,finalGrade
CM,F,18,R,1,1,home,4,3,0,no,no,yes,yes,no,3,2,1,2,2,8,8,10
CM,F,20,U,4,2,course,2,3,2,no,yes,yes,yes,yes,4,3,1,1,4,15,14,15
CM,F,18,R,4,4,course,1,2,0,no,yes,yes,yes,no,4,3,3,4,4,8,9,10
CM,F,18,U,3,3,home,1,2,0,no,yes,yes,yes,yes,1,3,1,2,0,15,15,15
CM,F,17,R,3,1,reputation,1,2,0,no,yes,yes,yes,no,5,4,2,3,17,10,10,10
CM,M,18,U,4,4,home,1,2,0,no,yes,yes,yes,no,2,4,1,4,4,15,14,14
CM,M,18,R,2,1,course,2,1,0,no,no,yes,yes,yes,4,3,1,3,5,7,6,7
CM,M,17,U,2,3,home,2,2,0,no,no,yes,yes,no,4,3,1,1,2,11,11,10
CM,M,19,R,1,1,course,2,1,1,no,no,yes,no,no,3,2,1,3,0,6,5,0
CM,M,18,R,4,2,home,2,1,1,no,yes,yes,no,no,4,3,4,3,14,6,5,5
CM,F,18,R,2,2,course,2,3,0,no,yes,yes,no,no,3,3,1,3,2,10,9,10
CM,F,18,R,4,4,reputation,3,1,0,no,yes,yes,yes,yes,4,3,2,2,7,6,5,6
CM,F,19,R,2,3,course,1,3,1,no,no,yes,yes,no,4,2,1,2,0,7,5,0
CM,F,18,U,3,1,course,1,2,0,no,yes,yes,yes,no,3,4,1,1,0,7,9,8
CM,F,18,U,1,1,course,2,2,1,no,no,yes,no,no,1,1,1,1,0,6,5,0
CM,M,20,U,2,2,course,1,2,2,no,yes,yes,no,no,5,4,4,5,11,9,9,9
CM,M,17,U,3,1,course,2,1,0,no,no,yes,yes,no,4,5,3,4,3,14,16,16
CM,M,21,R,1,1,course,1,1,3,no,no,yes,no,no,5,3,3,3,3,10,8,7
CM,M,18,R,3,2,course,3,1,0,no,no,yes,yes,no,4,1,3,4,0,11,12,10
CM,M,19,U,1,1,course,1,1,0,no,no,yes,yes,no,2,3,3,3,5,8,9,9
CM,M,19,R,1,1,course,2,1,1,no,no,yes,no,no,3,2,1,3,0,6,5,0
PR,F,18,U,4,4,course,2,2,0,yes,no,yes,no,no,3,4,1,1,6,5,6,6
PR,F,17,U,1,1,course,1,2,0,no,no,yes,yes,no,3,3,1,1,4,5,5,6
PR,F,15,U,1,1,home,1,2,3,yes,yes,yes,yes,no,3,2,2,3,10,7,8,10
PR,F,15,U,4,2,home,1,3,0,no,yes,yes,yes,yes,2,2,1,1,2,15,14,15
PR,F,16,U,3,3,home,1,2,0,no,yes,yes,no,no,3,2,1,2,4,6,10,10
PR,M,16,U,4,3,reputation,1,2,0,no,yes,yes,yes,no,4,2,1,2,10,15,15,15
PR,M,16,U,2,2,home,1,2,0,no,no,yes,yes,no,4,4,1,1,0,12,12,11
PR,F,17,U,4,4,home,2,2,0,yes,no,yes,no,no,1,4,1,1,6,6,5,6
PR,M,15,U,3,2,home,1,2,0,no,yes,yes,yes,no,2,2,1,1,0,16,18,19
PR,M,15,U,3,4,home,1,2,0,no,yes,yes,yes,no,5,1,1,1,0,14,15,15
PR,F,15,U,4,4,reputation,1,2,0,no,yes,yes,yes,no,3,3,1,2,0,10,8,9
PR,F,15,U,2,1,reputation,3,3,0,no,no,yes,yes,no,2,2,1,1,4,10,12,12
PR,M,15,U,4,4,course,1,1,0,no,yes,yes,yes,no,3,3,1,3,2,14,14,14
PR,M,15,U,4,3,course,2,2,0,no,yes,yes,yes,no,4,3,1,2,2,10,10,11
PR,M,15,U,2,2,home,1,3,0,no,no,yes,yes,yes,5,2,1,1,0,14,16,16
PR,F,16,U,4,4,home,1,1,0,no,no,yes,yes,no,4,4,1,2,4,14,14,14
PR,F,16,U,4,4,reputation,1,3,0,no,yes,yes,yes,no,2,3,1,2,6,13,14,14
PR,F,16,U,3,3,reputation,3,2,0,yes,no,yes,no,no,3,2,1,1,4,8,10,10
PR,M,17,U,3,2,course,1,1,3,no,no,yes,yes,no,5,5,2,4,16,6,5,5
PR,M,16,U,4,3,home,1,1,0,no,yes,yes,yes,no,1,3,1,3,4,8,10,10
PR,M,15,U,4,3,reputation,1,2,0,no,no,yes,yes,no,4,1,1,1,0,13,14,15
PR,M,15,U,4,4,home,1,1,0,no,yes,yes,yes,no,4,2,1,1,0,12,15,15
PR,M,16,U,4,2,course,1,2,0,no,no,yes,yes,no,5,1,1,3,2,15,15,16
PR,M,16,U,2,2,reputation,2,2,0,no,no,yes,yes,no,4,4,2,4,0,13,13,12
PR,F,15,R,2,4,course,1,3,0,yes,yes,yes,yes,no,3,2,1,1,2,10,9,8
PR,F,16,U,2,2,home,1,1,2,no,yes,yes,yes,no,2,2,1,3,14,6,9,8
PR,M,15,U,2,2,home,1,1,0,no,yes,yes,yes,no,2,2,1,2,2,12,12,11
PR,M,15,U,4,2,home,1,1,0,no,yes,yes,yes,no,2,4,2,4,4,15,16,15
PR,M,16,U,3,4,home,1,2,0,yes,no,yes,yes,no,3,3,1,1,4,11,11,11
PR,M,16,U,4,4,home,1,2,0,no,yes,yes,yes,yes,4,5,5,5,16,10,12,11
PR,M,15,U,4,4,home,1,2,0,no,yes,yes,yes,no,4,2,3,4,0,9,11,12
PR,M,15,U,4,4,reputation,2,2,0,no,no,yes,yes,no,3,1,1,1,0,17,16,17
PR,M,15,R,4,3,course,1,2,0,no,no,yes,yes,yes,5,2,1,1,0,17,16,16
PR,M,15,U,3,3,course,1,2,0,no,no,yes,yes,no,3,2,1,1,0,8,10,12
PR,M,16,U,3,2,home,1,1,0,no,yes,yes,yes,no,4,3,1,1,0,12,14,15
PR,F,15,U,2,3,course,2,1,0,no,no,yes,no,no,5,1,1,1,0,8,7,6
PR,M,15,U,4,3,home,1,3,0,no,no,yes,yes,no,4,3,1,1,2,15,16,18
PR,M,16,R,4,4,reputation,2,3,0,no,no,yes,yes,yes,4,3,1,1,7,15,16,15
PR,F,15,R,3,4,course,1,3,0,yes,yes,yes,yes,no,3,2,1,1,2,12,12,11
PR,F,15,R,2,2,reputation,1,1,0,yes,yes,yes,no,no,3,1,1,1,8,14,13,13
PR,F,16,U,2,2,home,2,2,1,no,no,yes,yes,yes,3,3,1,2,25,7,10,11
PR,M,15,U,4,4,home,1,1,0,no,no,yes,yes,yes,4,3,2,4,8,12,12,12
PR,M,15,U,4,4,course,1,2,0,no,no,yes,yes,no,3,3,1,1,2,19,18,18
PR,M,15,U,2,2,course,1,1,0,yes,no,yes,yes,no,4,1,1,1,0,8,8,11
PR,F,16,U,2,2,course,2,2,1,yes,no,yes,yes,no,3,3,2,2,14,10,10,9
PR,F,15,U,4,3,course,1,2,0,yes,yes,yes,yes,yes,2,2,1,1,8,8,8,6
PR,F,16,U,3,3,home,1,2,0,no,no,yes,yes,no,3,5,1,4,12,11,12,11
PR,M,16,U,4,3,reputation,1,4,0,no,no,yes,yes,no,2,2,1,1,4,19,19,20
PR,M,15,U,4,2,home,1,2,0,no,yes,yes,no,no,3,3,2,2,2,15,15,14
PR,F,15,U,4,4,home,1,2,1,yes,no,yes,yes,no,4,4,1,1,2,7,7,7
PR,F,16,U,2,2,course,3,2,0,no,yes,yes,yes,no,3,3,2,3,2,12,13,13
PR,F,15,U,4,2,home,1,2,0,no,yes,yes,yes,no,3,3,1,1,2,11,13,13
PR,M,15,U,4,2,course,2,1,1,no,no,yes,no,no,5,5,3,4,6,11,11,10
PR,F,15,U,4,4,course,1,1,0,yes,yes,yes,yes,no,3,4,2,3,0,8,10,11
PR,F,15,U,3,3,home,1,1,0,no,yes,yes,yes,no,3,4,4,4,6,10,13,13
PR,F,16,U,2,1,home,1,2,0,no,yes,yes,yes,yes,3,4,1,1,8,8,9,10
PR,F,15,U,4,3,reputation,1,2,0,no,yes,yes,yes,no,3,2,1,1,0,14,15,15
PR,M,15,U,4,4,reputation,1,2,0,no,no,yes,no,no,2,2,1,1,4,14,15,15
PR,M,15,U,1,2,home,1,2,0,yes,no,yes,yes,no,3,2,1,1,2,9,10,9
PR,F,16,U,4,2,course,1,2,0,no,no,yes,yes,no,2,3,1,1,2,15,16,16
PR,F,16,R,4,4,home,1,2,0,no,no,yes,no,no,4,4,2,3,6,10,11,11
PR,F,16,U,1,1,course,4,1,0,yes,no,yes,yes,yes,5,5,5,5,6,10,8,11
PR,F,16,U,1,2,reputation,1,2,0,yes,no,yes,yes,no,4,3,1,1,4,8,10,9
PR,F,16,U,4,3,home,1,3,0,yes,yes,yes,yes,no,4,4,2,4,2,10,9,9
PR,F,15,U,4,3,reputation,1,2,0,yes,no,yes,yes,yes,4,4,2,4,0,10,10,10
PR,F,16,U,4,3,course,3,2,0,no,no,yes,yes,no,4,3,1,2,2,16,15,15
PR,M,15,U,4,4,reputation,1,4,0,no,no,yes,yes,yes,3,3,5,5,4,13,13,12
PR,F,16,U,3,1,course,1,4,0,yes,yes,yes,yes,no,3,3,1,2,4,7,7,6
PR,F,15,R,2,2,reputation,2,2,0,yes,yes,yes,yes,no,1,3,1,3,2,8,9,8
PR,F,15,R,3,1,reputation,2,4,0,no,no,yes,yes,no,4,2,2,3,12,16,16,16
PR,M,16,U,3,1,reputation,2,4,0,no,yes,yes,yes,no,3,2,1,1,0,13,15,15
PR,M,15,U,4,2,course,1,4,0,no,no,yes,yes,no,3,3,1,1,0,10,10,10
PR,F,15,R,1,1,reputation,1,2,2,yes,no,yes,yes,yes,3,4,2,4,2,8,6,5
PR,M,16,U,3,1,reputation,1,1,0,no,no,yes,no,no,3,2,2,2,2,12,12,14
PR,F,16,U,3,3,home,1,2,0,yes,yes,yes,yes,no,3,3,2,4,54,11,12,11
PR,M,15,U,4,3,home,1,2,0,no,yes,yes,yes,no,3,3,2,3,6,9,9,10
PR,M,15,U,4,0,course,2,4,0,no,no,yes,yes,no,4,3,1,1,8,11,11,10
PR,F,16,U,2,2,reputation,1,4,0,no,yes,yes,yes,yes,2,3,1,3,0,11,11,11
PR,M,17,U,2,1,home,2,1,3,yes,no,no,yes,no,5,1,1,1,2,8,8,10
PR,F,16,U,3,4,course,1,2,0,no,no,yes,yes,no,4,3,1,2,12,5,5,5
PR,M,15,U,2,3,course,1,1,0,yes,yes,yes,yes,yes,2,2,1,3,2,10,12,12
PR,M,15,U,2,3,home,1,3,0,yes,yes,yes,yes,no,3,2,1,2,4,11,10,11
PR,F,15,U,3,2,reputation,1,2,0,no,yes,yes,yes,no,4,4,1,1,10,7,6,6
PR,M,15,U,2,2,home,2,2,0,no,yes,yes,yes,no,3,3,1,3,4,15,15,15
PR,F,15,U,1,1,home,1,2,0,no,no,yes,yes,no,3,2,2,3,2,9,10,10
PR,F,15,U,4,4,reputation,2,2,2,no,yes,yes,yes,yes,4,4,2,3,6,7,9,8
PR,F,16,U,2,2,course,1,2,0,no,no,yes,no,no,3,4,1,2,4,8,7,6
PR,F,15,U,4,2,reputation,1,3,0,no,no,yes,yes,no,3,3,1,3,4,13,14,14
PR,M,16,U,2,2,reputation,2,2,1,no,yes,yes,yes,no,4,2,1,1,12,11,10,10
PR,M,16,U,4,4,reputation,1,2,0,no,no,yes,no,no,1,3,3,5,18,8,6,7
PR,F,16,U,3,3,home,1,3,0,no,yes,yes,yes,yes,3,3,1,3,0,7,7,8
PR,F,15,U,4,3,reputation,1,1,0,no,yes,yes,yes,no,5,5,1,3,4,16,17,18
PR,F,16,U,3,1,home,1,2,0,yes,no,yes,no,no,3,3,2,3,4,7,6,6
PR,F,16,U,4,2,home,2,2,0,no,yes,yes,yes,no,3,3,1,1,0,11,10,10
PR,M,15,U,2,2,reputation,1,4,0,no,no,yes,yes,no,3,4,1,1,6,11,13,14
PR,F,15,R,1,1,home,2,4,1,yes,yes,yes,yes,no,1,2,1,1,2,7,10,10
PR,M,16,R,4,3,reputation,2,1,0,yes,no,yes,yes,no,3,3,1,1,2,11,15,15
PR,F,16,U,2,1,course,1,2,0,no,yes,yes,no,yes,3,5,1,1,2,8,9,10
PR,F,16,U,4,4,reputation,1,1,0,no,no,yes,yes,no,3,4,1,2,6,11,14,14
PR,F,16,U,4,3,course,1,3,0,yes,yes,yes,yes,no,3,5,1,1,0,7,9,8
PR,M,16,U,4,4,home,1,1,0,yes,yes,yes,yes,no,5,5,5,5,14,7,7,5
PR,M,16,U,4,4,home,1,3,0,no,no,yes,yes,yes,4,3,1,1,0,16,17,17
PR,M,15,U,4,4,course,1,1,0,no,no,yes,yes,no,3,3,1,1,4,10,13,14
PR,F,15,U,3,2,home,2,2,0,yes,yes,yes,yes,no,3,5,1,1,26,7,6,6
PR,M,15,U,3,4,course,1,2,0,no,yes,yes,yes,no,4,4,1,1,0,16,18,18
PR,F,15,U,3,3,reputation,1,4,0,yes,no,yes,no,no,3,3,1,1,10,10,11,11
PR,F,15,U,2,2,course,1,4,0,yes,yes,yes,yes,no,1,2,1,1,8,7,8,8
PR,M,16,U,3,3,home,1,3,0,no,no,yes,yes,no,3,3,1,1,2,16,18,18
PR,M,15,R,4,4,home,4,4,0,no,yes,yes,yes,yes,3,5,3,5,6,10,13,13
PR,F,16,U,4,4,home,1,3,0,no,yes,yes,yes,yes,4,5,1,1,4,14,15,16
PR,M,15,U,4,4,course,1,1,0,no,no,yes,yes,no,5,3,1,1,6,18,19,19
PR,F,16,R,3,3,reputation,1,3,1,yes,no,yes,yes,no,1,2,1,1,0,7,10,10
PR,F,16,U,2,2,home,1,2,1,yes,no,yes,yes,no,1,2,1,1,6,10,13,13
PR,M,15,U,4,2,course,1,1,0,no,no,yes,yes,no,5,2,1,1,10,18,19,19
PR,M,15,R,2,1,reputation,1,2,0,no,no,yes,yes,yes,4,2,1,1,8,9,9,9
PR,M,16,U,4,4,course,1,2,0,no,no,yes,yes,no,4,4,1,2,2,15,15,16
PR,M,15,U,4,4,reputation,2,2,0,no,no,yes,no,no,4,3,1,1,2,11,13,14
PR,M,16,U,3,3,home,2,1,0,no,no,yes,yes,no,4,2,1,1,0,13,14,13
PR,M,17,R,1,3,course,3,2,1,no,no,yes,yes,no,2,4,1,4,20,9,7,8
PR,M,15,U,3,4,reputation,1,1,0,no,no,yes,yes,no,4,3,1,2,6,14,13,13
PR,F,15,U,1,2,course,1,2,0,no,no,yes,yes,no,2,3,1,2,2,16,15,15
PR,M,15,U,2,2,home,1,4,0,no,yes,yes,yes,no,5,4,1,2,6,16,14,15
PR,F,16,U,2,4,course,2,2,0,no,yes,yes,yes,yes,2,2,1,2,2,13,13,13
PR,M,16,U,4,4,course,1,1,0,no,no,yes,yes,no,4,4,1,4,18,14,11,13
PR,F,16,U,2,2,home,1,2,0,no,yes,yes,yes,yes,4,4,1,1,0,8,7,8
PR,M,15,U,3,4,home,1,1,0,yes,no,yes,yes,no,5,5,3,2,0,13,13,12
PR,F,15,U,3,4,home,1,2,0,yes,no,yes,yes,yes,3,2,1,1,0,7,10,11
PR,F,19,U,0,1,course,1,2,3,no,no,no,no,no,4,2,1,1,2,7,8,9
PR,M,18,R,2,2,reputation,1,1,2,no,no,yes,yes,no,3,3,1,2,0,7,4,0
PR,M,16,R,4,4,course,1,1,0,no,yes,yes,yes,no,5,5,2,5,8,18,18,18
PR,F,15,R,3,4,course,2,3,2,no,no,yes,yes,yes,2,2,2,2,0,12,0,0
PR,F,15,U,1,1,course,3,1,0,no,no,yes,yes,yes,3,3,1,2,0,8,0,0
PR,F,17,U,2,2,course,1,1,0,no,no,yes,yes,yes,4,4,1,3,12,10,13,12
PR,F,16,U,3,4,course,1,1,0,no,no,yes,yes,no,2,1,1,4,16,12,11,11
PR,M,15,R,3,4,course,4,2,0,no,no,yes,no,yes,3,3,1,1,0,9,0,0
PR,F,15,U,4,4,course,1,3,0,no,no,yes,yes,yes,3,3,1,1,0,11,0,0
PR,M,17,R,3,4,course,3,2,0,no,no,yes,no,no,4,5,2,4,0,10,0,0
PR,F,16,U,3,3,course,2,1,2,no,no,yes,yes,yes,3,2,1,1,0,4,0,0
PR,M,16,U,1,1,course,1,2,1,no,no,yes,no,yes,4,4,1,3,0,14,12,12
PR,F,15,U,4,4,course,2,1,0,no,no,yes,yes,no,3,2,1,1,0,16,16,15
PR,M,15,U,4,3,course,2,4,0,yes,no,yes,yes,no,2,2,1,1,0,7,9,0
PR,M,16,U,2,2,reputation,2,1,2,no,no,yes,yes,no,3,3,2,2,8,9,9,9
PR,F,15,U,4,4,course,1,3,0,no,yes,yes,yes,no,2,2,1,1,2,9,11,11
PR,F,16,U,1,1,course,1,1,0,no,no,yes,yes,no,4,4,3,3,2,14,14,13
PR,M,17,U,2,1,home,1,1,3,no,no,yes,yes,no,4,5,1,2,0,5,0,0
PR,F,15,U,1,1,course,1,2,0,no,yes,yes,yes,no,4,2,1,2,0,8,11,11
PR,F,15,U,3,2,home,1,2,3,no,no,yes,yes,no,3,2,1,1,0,6,7,0
PR,F,15,U,1,2,course,1,2,0,no,yes,yes,yes,no,3,2,1,1,2,10,11,11
PR,M,16,U,4,4,course,1,1,0,no,no,no,yes,yes,3,2,2,1,0,7,6,0
PR,M,15,U,2,1,course,4,1,3,no,no,yes,yes,no,5,5,2,5,0,8,9,10
PR,M,18,U,1,1,course,1,1,3,no,no,no,yes,yes,3,5,2,5,0,6,5,0
PR,M,16,U,2,1,course,1,1,1,no,no,yes,no,yes,4,4,3,5,6,12,13,14
PR,F,15,R,3,3,reputation,2,3,2,no,yes,yes,yes,yes,2,1,2,3,8,10,10,10
PR,M,19,U,3,2,home,1,1,3,no,no,no,yes,yes,5,4,1,1,0,5,0,0
PR,F,17,U,4,4,course,1,1,0,yes,no,yes,no,yes,2,1,1,1,0,11,11,12
PR,M,15,R,2,3,course,1,2,0,yes,yes,yes,no,no,4,4,1,1,2,11,8,8
PR,M,17,R,1,2,reputation,1,1,0,no,no,yes,no,no,2,2,3,3,8,16,12,13
PR,F,18,R,1,1,course,3,1,3,no,no,yes,no,no,2,5,1,5,6,9,8,10
PR,M,16,R,2,2,course,3,1,0,no,no,yes,no,no,2,2,1,2,2,17,15,15
PR,M,16,U,3,3,course,1,2,1,no,yes,yes,yes,yes,5,5,4,4,4,10,12,12
PR,M,17,R,2,1,course,2,1,2,no,no,no,yes,yes,3,2,2,2,0,7,6,0
PR,M,15,R,3,2,course,2,2,2,yes,no,yes,yes,yes,4,4,1,4,6,5,9,7
PR,M,16,U,1,2,course,2,1,1,no,no,yes,no,no,4,4,2,4,0,7,0,0
PR,M,17,U,1,3,course,1,1,0,no,no,no,yes,no,3,3,1,4,2,10,10,10
PR,M,17,R,1,1,course,4,2,3,no,no,no,no,yes,3,5,1,5,0,5,8,7
PR,M,16,U,3,2,course,2,1,1,no,no,no,no,no,5,2,1,1,16,12,11,12
PR,M,16,U,2,2,course,1,2,0,no,no,no,yes,no,3,5,2,4,4,10,10,10
PR,F,16,U,4,2,home,1,2,0,no,yes,yes,yes,yes,2,3,1,1,0,14,15,16
PR,F,16,U,2,2,home,1,2,0,no,yes,yes,yes,no,1,5,1,1,0,6,7,0
PR,F,16,U,4,4,reputation,1,2,0,no,yes,yes,yes,yes,4,2,1,1,0,14,14,14
PR,M,16,U,3,4,course,3,1,2,no,no,yes,yes,no,4,5,2,4,0,6,5,0
PR,M,16,U,1,0,reputation,2,2,0,no,yes,yes,yes,yes,3,2,1,1,2,13,15,16
PR,M,17,U,4,4,reputation,1,2,0,no,yes,yes,yes,no,4,4,1,3,0,13,11,10
PR,F,16,U,1,3,home,1,2,3,no,no,yes,yes,yes,3,5,1,1,0,8,7,0
PR,F,16,U,3,3,reputation,2,2,0,no,yes,yes,yes,no,4,5,1,1,4,10,11,9
PR,M,17,U,4,3,course,2,2,0,no,yes,yes,yes,no,4,4,4,4,4,10,9,9
PR,F,16,U,2,2,reputation,2,2,0,no,yes,yes,yes,no,4,4,1,4,2,13,13,11
PR,M,17,U,3,3,reputation,1,2,0,no,no,yes,yes,no,3,4,1,4,4,6,5,6
PR,M,16,R,4,2,home,1,1,0,no,no,yes,yes,yes,3,3,3,4,10,10,8,9
PR,M,17,U,4,3,course,1,2,0,no,no,yes,yes,yes,2,3,1,1,4,10,10,11
PR,M,16,U,4,3,home,1,2,0,no,yes,yes,yes,no,4,3,2,3,10,9,8,8
PR,M,16,U,3,3,home,1,2,0,no,yes,yes,yes,yes,2,3,1,2,2,12,13,12
PR,F,17,U,2,4,reputation,1,2,0,no,no,yes,no,no,4,2,2,3,0,16,17,17
PR,F,17,U,3,3,reputation,1,2,0,no,no,yes,yes,yes,3,3,2,3,56,9,9,8
PR,F,16,U,3,2,reputation,1,2,0,no,yes,yes,yes,no,2,2,1,2,14,12,13,12
PR,M,17,U,3,3,home,1,2,0,no,no,yes,yes,yes,3,4,2,3,12,12,12,11
PR,M,16,U,1,2,home,1,1,0,no,yes,yes,yes,yes,3,3,1,2,2,11,12,11
PR,M,16,U,2,1,course,1,2,0,no,yes,yes,yes,yes,2,3,1,2,0,15,15,15
PR,F,17,U,3,3,reputation,1,2,0,no,no,yes,yes,yes,3,3,1,3,6,8,7,9
PR,M,17,R,1,2,home,1,2,0,no,no,yes,no,no,1,3,1,5,4,8,9,10
PR,F,16,U,2,3,course,1,2,0,no,no,yes,yes,no,3,3,1,1,10,11,12,13
PR,F,17,U,1,1,course,1,2,0,no,no,yes,yes,no,3,3,1,1,0,8,8,9
PR,M,17,U,1,2,course,2,2,0,no,yes,yes,yes,no,4,4,4,5,12,7,8,8
PR,M,16,R,3,3,reputation,1,1,0,no,no,yes,yes,no,3,2,3,4,8,8,9,10
PR,M,16,U,2,3,home,2,1,0,no,no,yes,yes,no,3,3,1,1,0,13,14,14
PR,F,17,U,2,4,course,1,2,0,no,no,yes,yes,yes,3,2,1,1,0,14,15,15
PR,M,17,U,4,4,home,1,1,0,no,no,yes,yes,no,2,3,1,2,4,17,15,16
PR,M,16,R,3,3,home,3,1,0,no,yes,yes,yes,no,3,4,3,5,8,9,9,10
PR,F,17,U,4,4,home,2,1,1,no,no,yes,yes,no,2,4,2,3,24,18,18,18
PR,F,16,U,4,4,reputation,1,2,0,no,yes,yes,yes,no,5,2,1,2,0,9,9,10
PR,F,16,U,4,3,home,1,2,0,no,no,yes,yes,no,3,5,1,5,2,16,16,16
PR,F,16,U,2,3,reputation,1,2,0,yes,yes,yes,no,no,4,3,1,3,6,8,10,10
PR,F,17,U,1,1,course,1,2,0,no,yes,yes,no,no,4,4,1,3,4,9,9,10
PR,F,17,R,2,2,reputation,1,1,0,no,no,yes,yes,no,3,2,1,2,18,7,6,6
PR,F,16,R,2,2,reputation,2,4,0,no,yes,yes,yes,no,3,5,1,1,6,10,10,11
PR,F,17,U,3,4,home,1,3,1,no,yes,yes,yes,yes,4,3,3,4,28,10,9,9
PR,F,16,U,3,1,course,1,2,3,no,yes,yes,yes,no,3,3,2,2,5,7,7,7
PR,F,16,U,4,3,home,1,2,0,no,yes,yes,yes,yes,3,2,1,1,10,11,12,13
PR,F,16,U,1,1,home,2,1,0,no,yes,yes,no,no,3,2,1,4,6,9,9,10
PR,F,17,R,4,3,reputation,2,3,0,no,yes,yes,yes,yes,4,2,1,1,6,7,7,7
PR,F,19,U,3,3,reputation,1,4,0,no,yes,yes,yes,no,3,3,1,2,10,8,8,8
PR,M,17,U,4,4,home,1,2,0,no,yes,yes,yes,yes,3,5,4,5,13,12,12,13
PR,F,16,U,2,2,reputation,1,2,0,yes,yes,yes,yes,no,3,4,1,1,0,12,13,14
PR,M,18,U,2,2,home,1,2,1,no,yes,yes,yes,no,4,4,2,4,15,6,7,8
PR,F,17,R,4,4,home,1,1,0,no,yes,yes,no,no,2,1,1,2,12,8,10,10
PR,F,17,U,3,2,reputation,2,2,0,no,yes,yes,yes,no,4,4,1,3,2,14,15,15
PR,F,17,U,4,3,reputation,1,2,2,no,yes,yes,yes,yes,4,5,2,4,22,6,6,4
PR,M,18,U,3,3,home,1,2,1,no,yes,yes,yes,no,2,4,2,4,13,6,6,8
PR,F,17,U,2,3,home,2,1,0,no,yes,yes,no,no,3,3,1,4,3,7,7,8
PR,F,17,U,2,2,course,1,3,0,no,yes,yes,yes,no,3,3,1,1,4,9,10,10
PR,F,17,R,2,1,reputation,2,2,0,no,no,yes,yes,no,2,5,1,2,2,6,6,6
PR,F,17,U,1,1,reputation,1,3,1,no,no,yes,no,yes,3,4,1,1,0,6,5,0
PR,F,16,U,2,3,home,1,2,0,yes,no,yes,yes,no,3,1,1,1,2,16,16,17
PR,M,18,U,2,2,home,2,2,0,no,yes,yes,yes,no,3,3,5,5,0,12,13,13
PR,F,16,U,4,4,home,1,3,0,no,no,yes,yes,no,3,2,1,1,0,13,13,14
PR,F,18,R,3,1,reputation,1,2,1,no,no,yes,yes,yes,3,3,1,1,16,9,8,7
PR,F,17,U,3,2,course,1,2,0,no,no,yes,yes,no,3,4,1,3,10,16,15,15
PR,M,17,U,2,3,reputation,1,2,0,no,yes,yes,yes,no,3,3,1,3,2,12,11,12
